ID's,Image Links,Title,Duration,Price Category,Group Type,Activity Type,Trip Overview,Highlights,Included,Excluded,Live Tour Guide Languages,Old Price,Actual Price,Free Cancellation
730656,https://cdn.getyourguide.com/img/tour/2a0559682d9ec5b2b807fdd2685591515416fd9d2166bdcac840ad5f91b079e0.jpg/132.webp,From Delhi: 2-Days Luxury Golden Triangle Tour with Hotel,2 days,per person,Private group,Multi-day trip,"Discover India's wonders in just two days. Begin with the Taj Mahal and Agra Fort in Agra, then delve into Jaipur's majestic forts and palaces, concluding with a return journey.","Explore the Taj Mahal, a symbol of eternal love and architectural masterpieceDiscover the historic Agra Fort with its Mughal architecture and panoramic viewsVisit Jaipur's Amber Fort for its intricate palaces and hilltop settingSee the iconic Hawa Mahal, known for its unique latticework designExperience Jantar Mantar, an ancient observatory showcasing scientific prowess",Hotel or airport pick-up and drop-offPrivate air-conditioned transportation with a driverGuided sightseeing tours with local experts1-Night hotel accommodation with breakfast (if option chosen)Battery bus ride to and from Taj Mahal parkingAll taxes and service charges includedBottled mineral waterPersonalized attention and care,Food and beveragesEntry ticketsTips,"English, French, Spanish, Russian, German, Hindi"," ₹19,950","₹8,625",Cancel up to 24 hours in advance for a full refund
543939,https://cdn.getyourguide.com/img/tour/36964424f86dc2a6.jpeg/132.webp,From Delhi: Private 4 Days Golden Triangle Tour with Hotels,4 days,per person,Small group,Multi-day trip,Explore India's Golden Triangle on a Private 4-day tour. Travel comfortably in an air-conditioned vehicle from Delhi to Agra to Jaipur and back. Discover iconic attractions with an expert local guide.,"Step back in time and explore the historic cities of Delhi, Agra and JaipurStay in luxury hotels in the great cities of the Golden TriangleLearn about the history of India from your private tour guide.Luxury Transportation in your whole tour.Customize your itinerary in each city as per your own interests","Private Tour3 nights accommodation (if option chosen)Transportation by private, air-conditioned vehicleAll sightseeing with private local guidesDaily breakfast at the hotelsBattery bus ride to and from the Taj Mahal parking lot up to the Taj Mahal monumentFuel surchargeAll taxes and service chargesAll applicable hotel taxesPick-up and drop off at hotels, the airport or railway stationBottles of mineral water during the journeysPersonal care and attention",Optional gratuitiesEntrance fees (approximately $60)Lunch and dinner,"English, Spanish, French, German, Russian, Hindi, Japanese, Portuguese, Italian"," ₹23,500","₹23,500",Cancel up to 24 hours in advance for a full refund
599419,https://cdn.getyourguide.com/img/tour/f8e3d113c2e9b8a842cb7f873022c1470e5d1a23e4e923b6b5053d189912fbe4.jpg/132.webp,Golden Triangle Tour with Ranthambor Tiger Safari From Delhi,3 - 6 days,per person,Private group,Multi-day trip,"Explore all the major attraction of New Delhi, Agra, Jaipur & Fatehpur Sikri with Ranthambore Tiger Safari. Visiting stunning forts and palaces showcasing Mughal and Rajput architecture.","Enjoy Taj mahal, Agra fort & local city.Visit the New Delhi, Jaipur, Agra, Fatehpur Sikri & Ranthambore Tiger safariTravel in comfort of air conditioned car & local guide in these cities.while nature-lovers will enjoy going on safari in RanthamboreVisit Red Fort, Qutub Minar, Amer Fort, City Palace in Jaipur, and Hawa Mahal.",Pick-up and Drop-offPrivate Air conditioned vehiclePrivate Tour GuideEntry Ticket (If Option Selected)5*star Acccommodation(If Option Selected)Ranthambore Tiger SafariWater Bottle,,"English, French, Spanish, Japanese, Hindi"," ₹35,250","₹9,000",Cancel up to 24 hours in advance for a full refund
476802,https://cdn.getyourguide.com/img/tour/648d5c551b8c5.jpeg/132.webp,From Delhi: Private Tour of Delhi & Agra Overnight By Train,22 hours - 2 days,per person,Private group,Multi-day trip,"Begin in Delhi, the bustling capital known for its vibrant culture. Then, travel to Agra, home to the majestic Taj Mahal, a UNESCO World Heritage Site and one of the New Seven Wonders of the World.","Explore the two Heritage Cities of India - Delhi and Agra in 2 days.Learn about the History of Capital City Old & New Delhi along with Agra.Explore the one of the seven wonder of the world ""Taj Mahal"" & Agra Fort.",Pick up & Drop offPrivate Air Condition TransportationReturn Train TicketsMonument Tickets (If option Selected)Lunch at Multicuisine Restaurants (If Option Selected)Live Tour Guide5 star Hotel Accommodation (If Option Selected)Water Bottles & UmbrellasAll Parking & Taxes,DrinksTips & GratitudePersonal Expenses,"English, Hindi, Spanish, French, Japanese, German, Russian, Portuguese, Italian, Arabic"," ₹10,500","₹9,450",Cancel up to 24 hours in advance for a full refund
444818,https://cdn.getyourguide.com/img/tour/94fd997e9b763789493a0f71984cd7799695e0dcaa90bd40fa5cc6b8de39130e.jpg/132.webp,From Delhi: Private 2-Day Tour to Agra and Jaipur,2 days,per person,Private group,Multi-day trip,"Discover Agra and Jaipur on a quick Golden Triangle tour from Delhi. See the Taj Mahal, Agra Fort, Hawa Mahal, and Amber Fort with a guide. Various hotel options available.","Experience the breathtaking beauty and love story behind the Taj MahalUncover Agra Fort's UNESCO history with Shah Jahan's marble enhancementsDiscover Hindu architecture at Amber Fort & explore City Palace's rich heritageAdmire the iconic Hawa Mahal, known as the ""Palace of the Wind.""Explore Jantar Mantar, a UNESCO site with ancient astronomical instruments","Hotel or airport pick-up and drop-offTravel in style with air-conditioned private car for all transfers and sightseeingAll expenses covered, including toll tax, parking, and driver allowanceComplimentary unlimited water bottlesLive professional tour guide1-Night hotel stay based on single, double, or twin sharing preferences (as per the chosen option)Morning breakfast at the hotel (if with hotel option chosen)","Meals, monument fees, laundry, phone calls , tips and other personal expenses","English, French, Spanish, Russian, German, Japanese, Hindi"," ₹21,998","₹10,999",Cancel up to 24 hours in advance for a full refund
471881,https://cdn.getyourguide.com/img/tour/64804d0ec6594.jpeg/132.webp,From Delhi : Golden Triangle Tour With Ranthambore,7 days,per person,Private group,Multi-day trip,"Planning for a holiday the pick India as your destination as this is one region which is studded with wonderful sites.
So you can enjoy with my agra travel tour.","Most travellers can participateThis is a private tour/activity. Only your group will participateFor a full refund, cancel at least 24 hours in advance of the start date of the",1 Night Accomodation in Delhi1 Night Accomodation in Agra2 Night Accomodation in Ranthabore2 Night Accomodation in Jaipuron Room Plus Breakfast Basis 3/4 Star HotelAcc Transport Througout the Tour( Private Vehicle)Local Guides in All the CitiesIn Ranthambore Lunch/ Dinner Included (Ranthabore Accomodation on Ap Basis ),Monument Enterance FeesJeep/Canter safari in RanthamboreMeals not Specified in the ItineraryTips / Laundary/ Telephone CallsElephant ride in Jaipur,"English, Russian, Spanish, Hindi"," ₹120,000","₹108,000",Cancel up to 24 hours in advance for a full refund
479885,https://cdn.getyourguide.com/img/tour/64973045254bf.jpeg/132.webp,From Delhi: 4-Day Golden Triangle Tour,4 days,per person,Private group,Multi-day trip,"Explore the best of India's cultural heritage on a 4-day Golden Triangle tour. Visit Delhi, Agra, and Jaipur to witness iconic landmarks, magnificent forts, and timeless wonders like the Taj Mahal.","Delhi - Red Fort, Jama Masjid, Chandni ChowkAgra - Taj Mahal, Agra Fort, Baby TajJaipur - Amber Fort, City Palace, Hawa MahalJaipur - Jaigarh Fort, Jal Mahal, Rajasthani cuisine",Hotel Pickup and drop-offAc Private Transport4 Star Hotel with Breakfast 3 NightTour GuideWater bottleWi-Fi in car,Monument Entrance FeesFood and DrinksElephant Ride at Amber fortGratuities,"English, French, Spanish, Hindi"," ₹30,000","₹30,000",Cancel up to 24 hours in advance for a full refund
491564,https://cdn.getyourguide.com/img/tour/42d1433668eca045b8247afa1ab6c40f7eaafc6e10b5289019bc7468998bb63a.jpeg/132.webp,"Delhi: 2 Days Taj Mahal Agra, Fatehpur & Bird Sanctuary Tour",2 days,per person,Private group,Multi-day trip,"Uncover Agra's majesty with Taj Mahal, delve into history at Fatehpur Sikri, and relish wildlife encounters at Keoladeo National Park. An unforgettable journey of heritage and nature!","Delhi-Agra-FatehpurSikri-Keoladeo park 2 Days Tour with 3/5 Star Accommodation,Explore the stunning white marble mausoleum and learn about its rich history.Visit the deserted capital city of Emperor Akbar ""Fatehpur Sikri""Keoladeo National Park, also known as Bharatpur Bird Sanctuary.",Pick up & Drop off AssistanceAir Condition CarMonument Entrance fee (If Option Selected)Lunch's (If Option Selected)3*or 5*Hotel Accommodation (If Option Selected)Local Tour GuidesWater Bottles & UmbrellasAll Parking & Taxes.,Any DrinksTips & Gratitude,"English, Hindi, Spanish, French, Russian, German, Italian, Japanese, Portuguese, Chinese"," ₹13,000","₹13,000",Cancel up to 24 hours in advance for a full refund
625578,https://cdn.getyourguide.com/img/tour/ee80e097d9084c4ae5a4a45791f8d672426e88b024a26d542bd6040edc965386.jpeg/132.webp,Delhi: Private 4-Days Golden Triangle Tour with Hotels,4 days,per person,Private group,Multi-day trip,"Discover the highlights of India's Golden Triangle on a private tour. Visit the Taj Mahal, Agra Fort, and the Amber Fort. Stay in luxury hotels in Agra and Jaipur or book your own accommodation.","Discover the highlights of India's Golden Triangle on a private tourExplore the cities of Delhi, Agra, and Jaipur with a private guideStay in luxury hotels in Agra and Jaipur or book your own accommodationVisit the Taj Mahal, Agra Fort, and the Amber Fort on a private tourEnjoy a rickshaw ride through the narrow streets of Chandni Chowk",Private transportation by AC VehicleRickshaw ride in Chandni ChowkEntrance fees to all monumentsLive tour guide for personalized experience3/4/5-star hotel accommodation (if option selected)Breakfast at the hotel (If Hotel booked with us)Tuk Tuk ride to and from the Taj Mahal parking lot up to the Taj MahalBottles of mineral water in the CarFuel SurchargesAll Taxes and Charges,Meals and drinks (unless specified)Monument Entrance TicketsPersonal expensesTips,"Chinese, English, French, German, Hindi, Italian, Japanese, Portuguese, Russian, Spanish"," ₹17,000","₹12,750",Cancel up to 24 hours in advance for a full refund
544617,https://cdn.getyourguide.com/img/tour/f9e742c911223196.jpeg/132.webp,Private 5 Days Golden Triangle Guided Tour from Delhi,5 days,per person,Small group,Multi-day trip,"Experience the allure of the Private Golden Triangle Tour 5 Days the essence of this remarkable region convergence of culture, art, and profound historic significance that will leave you spellbound.","Explore the beauty of the historic cities of Delhi, Agra and Jaipur.View the breathtaking Taj Mahal and explore Agra Fort in AgraVisit Amber Fort, City Palace, Jal Mahal, Hawa Mahal, Jantar Mantar in JaipurSee the Qutub Minar, Humayun Tomb, India Gate, Lotus Temple in New DelhiEnjoy luxury transportation throughout the private tour","Private tour4 nights accommodation (4, or 5-star hotel options available if option selected)Transportation by private, air-conditioned vehiclePrivate guide in all sitesRickshaw ride in Old DelhiDaily breakfast at the hotelsBattery bus ride to and from the Taj Mahal parking lot up to the Taj Mahal monumentFuel surchargeAll taxes and service chargesAll applicable hotel taxesPick-up and drop off at hotels, the airport or railway stationBottles of mineral water during the journeysPersonal care and attention",Tips (optional)Entrance fees (approximately $80)Lunch and dinnerpersonal expenses,"English, Spanish, French, German, Hindi, Japanese, Russian, Italian"," ₹25,000","₹25,000",Cancel up to 24 hours in advance for a full refund
618173,https://cdn.getyourguide.com/img/tour/a78af48765553d64977b3044623cb5454afcfd911ccb1b6ec7e163862d829cac.png/132.webp,From Delhi: Private 11-Days Séjour De Grand Luxe India Tour,11 days,per person,Private group,Multi-day trip,"Discover the architectural and heritage wonders of Delhi, Agra, and Rajasthan, experiencing India's rich cultural diversity through this tour.","Immerse in India's vibrant culture and heritage.Explore India's historical monuments.Discover Rajasthan's rich culture and traditions.Tour Delhi, Agra, Jaipur, Udaipur, Jodhpur, and Ranthambore.Travel conveniently in a private air-conditioned vehicle.","Hotel/Railway Station/Bus Station Pick-up & Drop by Air-Conditioned vehicleAir-conditioned vehicle & Private transportationFuel (Petrol/Diesel/Gasoline), Parking Charges, Toll Taxes & Interstate...Bottled water",Monuments Entrance Fees / Camera FeesHotel / AccomodationMeals & Personal ExpensesOther ActivitiesDriver Tips,"English, French, Hindi, Spanish"," ₹73,000","₹73,000",Cancel up to 24 hours in advance for a full refund
485327,https://cdn.getyourguide.com/img/tour/d00674c1a31fd4c7.jpeg/132.webp,Delhi: Private 4-Day Delhi-Agra-Jaipur Golden Triangle Tour,4 days,per person,Private group,Multi-day trip,"Explore the top sights in the cities of Delhi, Agra, and Jaipur on this 4-day tour from Delhi. Choose from options that include perks like accommodation, upgraded transportation, and breakfast.",Take in the wonders of Delhi like the Red Fort and Jama Masjid mosqueEnjoy iconic sites in Agra like the world famous Taj Mahal and Agra FortCapture pictures of Jaipur's pink sandstone at the Hawa Mahal palaceDive into some of India's most iconic monuments with the help of a guideEnhance your trip with options to include a 3-star hotel that provides breakfast,"Private air-conditioned transportationGuide3-star hotel accommodation in Delhi, Agra, and Jaipur (if option selected)Breakfast at the hotel (if hotel option selected)",Entry fees,"Spanish, English, German, Japanese, French, Russian, Hindi, Urdu, Italian, Chinese"," ₹6,525","₹6,525",Cancel up to 24 hours in advance for a full refund
659421,https://cdn.getyourguide.com/img/tour/ecb8fddb9dfa521028d3be6dfe285f56fc88495603013c7131d7269118c9cd70.jpg/132.webp,From Delhi: 2-day Golden Triangle trip to Agra and Jaipur,2 days,per person,Small group,Multi-day trip,"Enjoy a 2-day Golden Triangle tour covering Agra and Jaipur in which you will encounter various famous landmarks, including a breathtaking excursion of the Taj Mahal and pink city Jaipur.",Discover Agra and Jaipur over the course of 2-dayLearn the history of India from your English speaking guideEnjoy Indian culture and history along the Golden TriangleEnjoy a Pink city JaipurExperience the Taj Mahal,1 night accommodation in hotels (if option chosen)Pick up and drop-off at the airport or railway stationAir-conditioned car with a driverMineral waterfuelToll plazaparkingstate taxLive English guide in Agra and Jaipur,"Monuments entrance feesCamera chargesDriver and guide GratuitiesMealsPersonal expenses such as tips, laundry, telephone calls, liquor, shopping billsAny other activity which are not mentioned in the itinerary","English, Hindi"," ₹10,094","₹9,589",Cancel up to 24 hours in advance for a full refund
446608,https://cdn.getyourguide.com/img/tour/066617d7bd00e704ad955d3e0dbda4fad842422fe002fbe3cb354a1e80b9901b.jpg/132.webp,From Delhi: 5-Day Tiger Safari & Golden Triangle Tour,5 days,per person,Private group,Multi-day trip,"Discover the best of India on a 5-day private tour from Delhi to Agra, Jaipur and Ranthambore. Visit the Taj Mahal, enjoy a tiger safari, tour the UNESCO-listed Amber Fort and more.","Enjoy the traditions, culture, history and spirituality of India.Visit several world heritage sites - the Taj Mahal, which you see at sunriseMorning Safari in Ranthambore National ParkRelax with pre-booked hotel reservations and A/C ground transfers, with airportLearn about Indian history from your private tour guide","Private, air-conditioned transportation by carHotel or airport pickup and drop-off servicesAll sightseeing activities with private local guidesRickshaw ride in Old DelhiBus transfer from the parking lot to the Taj Mahal and vice versaInclusive of all applicable taxesComplimentary bottles of mineral water during journeysShared Jeep or shared Canter safari as per the tour itineraryLunch and Dinner included in Ranthambore (if the hotel option is selected)4 nights' accommodation with breakfast (if the option for accommodation is selected)","Meals except breakfast, tips, laundry, entry fee, phone calls and other personal expenses","English, French, German, Japanese, Russian, Spanish, Hindi"," ₹77,777","₹35,555",Cancel up to 24 hours in advance for a full refund
470416,https://cdn.getyourguide.com/img/tour/99c11542da266751e4aad70177548e0a4e7e969323f100b24c9dd75ca8090fb4.jpg/132.webp,From New Delhi : 2 Days Delhi & Agra Tour by Car & Train.,2 days,per person,Private group,Multi-day trip,Explore two famous cities of India on a Private Tour From Delhi. Spend Day one Exploring the Capital Including Humayun Tomb and Day two to Enjoy the train to Agra to visit the Taj mahal & Agra Fort.,"Explore the two Most Famous Cities of India ""Delhi"" and ""Agra"" in 2 days.Learn about the History of Capital City Old & New Delhi.Explore the one of the seven wonder of the world ""Taj Mahal"" & Agra Fort.",Pick up & Drop offAir Condition TransportationReturn train fareMonument Tickets (If option Selected)Lunch at Multicuisine Restaurants (If option Selected)Live Tour Guide services5 star Hotel Accomodation(If option Selected)water bottles & UmbrellasAll Prking & Taxes,DrinksTips & GratitudeAny Personal Expenses,"English, Spanish, French, Russian, German, Japanese, Italian, Chinese, Arabic, Hausa, Hindi, Portuguese"," ₹10,500","₹8,925",Cancel up to 24 hours in advance for a full refund
617429,https://cdn.getyourguide.com/img/tour/5918c020efa3e2b7bea5503c2a977c6baf055527cf0b6795f868ca5167087d60.png/132.webp,From Delhi: Private 5-Day Golden Triangle Tour,5 days,per person,Private group,Multi-day trip,"Embark on a 5-day luxury tour to explore the iconic landmarks of Delhi, Agra, and Jaipur, marveling at their magnificent beauty.","Explore Delhi's iconic landmarks, from Humayun's Tomb to India Gate.Witness the breathtaking beauty of the Taj Mahal at sunrise in Agra.Marvel at the majestic Amber Fort and Palace of the Winds in Jaipur.Experience the bustling streets and vibrant culture of Old Delhi.Enjoy panoramic views of the city from the Qutub Minar in Delhi.",Private tourTransportation by air-conditioned vehicleHotel or airport pickup and drop-offAll sightseeing with private local guidesBus ride between Taj Mahal parking lot and the monumentBottles of mineral water for car journeysAll taxes and service charges including all applicable hotel taxes,Tips (optional)Entry feesLunch and dinnerHotel Stay,"English, French, Spanish, Hindi"," ₹19,000","₹19,000",Cancel up to 24 hours in advance for a full refund
653443,https://cdn.getyourguide.com/img/tour/e30dad2c32ca7a6ceff2c041c77a1f501164e117ec95617c71b13604b4ae0dc9.jpg/132.webp,Overnight Delhi Luxurious Tour (02 Days),2 days,per person,Private group,Multi-day trip,"Delhi, officially known as the National Capital Territory of Delhi (NCT), is the capital city of India. It is one of the most historically significant and culturally vibrant cities in the country.","Visit Rashtrapati Bhavan, the official residence of the President of IndiaVisit Qutub Minar, the tallest brick minaret in the world World Heritage Site.Visit the Lotus Temple, a Bahá'í House of Worship known for its stunningVisit Red Fort, a UNESCO World Heritage Site.Visit Raj Ghat, a memorial dedicated to Mahatma Gandhi,","Accommodation Double Sharing in 03-04 star hotel.BreakfastHotel/airport/train station pickup and drop-offTransport by air conditioned private vehicle.Professional guide.02 Mineral water bottles per person per day.All Applicable Taxes like fuel, parking & Toll Taxes etc.",Any Monuments Entrances Fees.Any Personal Expense.Camera fees.Any Tips.Any Domestic & International Flight Ticket.New Year & Christmas Day Gala Dinner,"English, Spanish, Russian, German, French, Italian, Hindi"," ₹19,000","₹19,000",Cancel up to 24 hours in advance for a full refund
674865,https://cdn.getyourguide.com/img/tour/01ba36694334e2b25df0c7c622ebf221afc198f774b75dbbc3736f497c6f3057.jpg/132.webp,From Delhi: 3-Days Luxury Golden Triangle Tour,3 days,per person,Private group,Multi-day trip,"Discover the richness of Indian history on a luxurious 3-day Golden Triangle tour, immersing yourself in the iconic sights of Delhi, Agra, and Jaipur with a private tour guide.",Explore the vibrant bazaars and historical landmarks of Old Delhi.Witness the mesmerizing sunrise at the iconic Taj Mahal in Agra.Discover the architectural marvels of Agra Fort and Fatehpur Sikri.Immerse yourself in the rich heritage of Jaipur.Enjoy scenic drives and comfortable transfers between each destination.,Hotel or airport pick-up and drop-offPrivate air-conditioned car transfers and sightseeingEnjoy a two-night stay at 5-star luxury hotels with breakfast (if hotel option chosen)A rickshaw or tuk-tuk ride in Old DelhiPrivate tour guide at all sitesBattery bus ride to the Taj MahalBottles of mineral water during the tour,Meals and drinksEntry feePersonal expensesTips,"English, French, Spanish, Russian, German, Hindi"," ₹11,267","₹8,450",Cancel up to 24 hours in advance for a full refund
544605,https://cdn.getyourguide.com/img/tour/748c328bd65c09a204bd7e3c1bc635c4c4f38651684c0a2f51692a35fb04548d.png/132.webp,Delhi: Delhi Agra Jaipur Tour Package by car - 3D/2N,3 days,per person,Small group,Multi-day trip,"The Delhi Agra Jaipur Tour Package, aka the most fascinating, yet classical short tour of Northern India. In this tour, you will discover the three major cities of India; Delhi, Agra and Jaipur.","Visit three major cities of India. Delhi- Agra – Jaipur.Explore Two sides of Delhi, Old & New DelhiDiscover the world famous Taj Mahal during sunrise.Explore the beautiful city of Agra at your own pace.Treat your eyes to the stunning architecture of Jaipur.",Hotel pick-up and drop-offDelhi-Agra-Jaipur-Delhi by private air-conditioned carPrivate Tour2 Nights Accommodation in 5*star or 3*star (if option selected)Daily breakfast at hotels (if accommodation is booked)Private live tour guide in each cityBattery bus ride to the Taj MahalRickshaw ride in Old DelhiPackaged mineral waterAll vehicle & travel expensesAll applicable taxes,Monument Entrance TicketsLunch/ DinnerAny kind of drinks and beverageAny Personal expensesTips / Gratuities,"English, Spanish, French, Russian, Hindi, German, Japanese"," ₹12,858","₹9,001",Cancel up to 24 hours in advance for a full refund
629136,https://cdn.getyourguide.com/img/tour/cbb401f936673e45af3000a1259fdd8091a457896b4a8e6661bad1f250a10235.jpg/132.webp,"From Delhi: 4 Days Guided Tour to Agra, Ranthambore & Jaipur",4 days,per person,Private group,Multi-day trip,"Start a 4 days guided tour from Delhi to Agra, Ranthambore and Jaipur. Explore the vibrant streets of Delhi, visit the iconic India Gate and marvel at the grandeur of the Taj Mahal.",Explore the vibrant streets of Delhi and visit iconic sites like the India GateImmerse yourself in the local atmosphere of Old Delhi with a rickshaw rideMarvel at the grandeur of the Agra Fort & the intricate design of the Taj MahalBoard on a wildlife safari in Ranthambore Park with an experienced naturalistVisit the iconic Hawa Mahal and the fascinating City Palace Museum in Jaipur,"Hotel pickup and drop-offGuided tours in Delhi, Agra and JaipurBreakfast at hotelsJungle safari at Ranthambore National Park in Sharing Jeep or Canter Bus3 Night Hotel Accomodation (If Option Selected)Dinner in Ranthambore (If Option Selected)All applicable taxes",Meals and Drinks not specifiedEntrance fees to all MonumentsPersonal ExpensesTips and Gratuities,"Chinese, English, French, German, Hindi, Italian, Japanese, Portuguese, Spanish, Russian"," ₹22,000","₹18,700",Cancel up to 24 hours in advance for a full refund
519402,https://cdn.getyourguide.com/img/tour/d85351d8395c3964.jpeg/132.webp,"3 Day / 2 Night- Delhi, Agra & Jaipur Golden Triangle Trip",3 days,per person,Pickup available,Multi-day trip,"See the best triangle tour of Delhi, Jaipur, and Agra on a 3-day trip with a tour guide, transfers, and accommodation included. Explore the glory of monuments and history as you visit heritage sites.","Explore Old and New Delhi City and fall in love with India’s capital city.See one of the world’s most stunning structures, the Taj Mahal.Visit Jaipur to learn about Rajput heritage and Rajasthani culture.Relax in the car and tour at your own pace with a Private tour.Taj Mahal remains close on Friday",Assistance with pick-up and drop-offAir-conditioned luxury carOld Delhi Rickshaw Ride2 nights’ hotel accommodation with breakfast (if option selected)Tour Guide Service in real time.Bottles of mineral waterAll taxes applicable,All monument entrance ticketsAny type of food and drinkGratuities or tips for the driver and guidePersonal costs of any type,," ₹14,500","₹14,500",Cancel up to 24 hours in advance for a full refund
500168,https://cdn.getyourguide.com/img/tour/27c8c75769fdbb5a.jpeg/132.webp,Delhi: Best Tour Guide with Delhi & Taj Mahal Sightseeing,2 days,per person,Private group,Multi-day trip,Discover the rich tapestry of history culture and heritage in the company of the best tour guides on a captivating tour of Delhi and Agra This unique tour takes you from Delhi to the Taj Mahal in Agra,"The best tour guides of Delhi and Agra will enlighten you about the history.Visit renowned landmarks such as the Taj Mahal, India Gate, and Humayun's Tomb.Savor traditional Indian lunch at handpicked local eateries.Explore local markets shop for souvenirs and immerse yourself in art and cultureFor added comfort, choose to rest in a good hotel in Delhi.","Expert Guides: The best tour guides in both Delhi and Agra who provide in-depth knowledge and local insight.Culinary Experience: Traditional Indian lunch at local eateries.Transport: Comfortable, air-conditioned vehicles for travel between Delhi and Agra.Overnight stay: Accommodation in a good hotel in Delhi.All taxes and parking fees",,"German, Spanish, Japanese, French, English, Russian, Hindi, Urdu, Italian, Chinese"," ₹6,175","₹4,350",Cancel up to 24 hours in advance for a full refund
669932,https://cdn.getyourguide.com/img/tour/b8792a5fa950a065aa3d13cdfaed21fc8612c46ae0997fa3f3aa1c5f7574ba82.jpg/132.webp,From Delhi: Private 3-Day Royal Indian Golden Triangle Tour,3 days,per person,Private group,Multi-day trip,"Join a private 3-day Golden Triangle Tour starting from Delhi. Explore the cultural highlights of Delhi, Agra, and Jaipur, featuring iconic attractions like the Taj Mahal",Discover Old and New Delhi's blend of history and modernityWitness the Taj Mahal at sunrise and explore Agra Fort's splendorExperience Jaipur's majestic forts and palacesEnjoy authentic live commentary at all site by your personal tour guide,All transfers and sightseeing by an air-conditioned private vehicle2 nights accommodation with daily breakfast (if option chosen)Tour guide at all the sitesRickshaw ride in Old DelhiBattery bus from parking to Taj Mahal entry gateMineral water bottles during the tourPersonal care and attention,Meals and drinksEntry feesTipsPersonal expenses,"English, Hindi"," ₹15,015","₹11,862",Cancel up to 24 hours in advance for a full refund
542958,https://cdn.getyourguide.com/img/tour/ec70defbc52ed2ecb007a7346e758dc0cc0c0be3fe43824c28d0658b3e3b0d6e.jpeg/132.webp,From Delhi : Best 3 Days Golden Triangle Experience in India,3 days,per person,Small group,Multi-day trip,"Spend Memorable 3 days traveling through India's Golden Triangle, Delhi-Agra-Jaipur Start From Delhi, where you visit monuments, temples, Agra to visit the Taj Mahal, Explore Jaipur at last day.","Explore the historic cities of India - Delhi, Agra and Jaipur.Stay in luxury hotels in the great cities of the Golden Triangle.Look inside the Taj Mahal before the crowds arrive.Visit the beautiful Palace of the Winds and hilltop Amber Fort in Jaipur.Explore Main Heritage sites Taj Mahal, Qutub Minar, Agra Fort, Amber Fort, other","2 nights accommodation (if option chosen)Transportation by private, air-conditioned vehicleAll sightseeing with private local guidesDaily breakfast at the hotelsBattery bus ride to and from the Taj Mahal parking lot up to the Taj Mahal monumentFuel surchargeAll taxes and service chargesAll applicable hotel taxesPick-up and drop off at hotels, the airport or railway stationBottles of mineral water during the journeys",Optional gratuitiesEntrance feesLunch and dinner,"English, German, Spanish, French, Russian, Hindi, Japanese"," ₹17,999","₹17,999",Cancel up to 24 hours in advance for a full refund
451891,https://cdn.getyourguide.com/img/tour/64136ee4e9c7e.jpeg/132.webp,From Mumbai: Private Guided Taj Mahal Trip with Overnight,2 days,per person,Private group,Multi-day trip,"Visit the Taj Mahal on a Private guided overnight stay flying from Mumbai, with all travel details taken care of. Discover Baby Tag, the Taj Mahal, Mehtab Bagh, and Agra Fort.",Comfortable walking shoes and sunglasses are recommended.Please note that (Taj Mahal is closed on every Friday)This tour/activity will have a maximum of 06 travelers02 Days private tour to Agra from MumbaiMumbai Airport transfer Included,"All parking fees, tolls and taxes, allowances, fuel and interstate taxesSightseeing by private air-conditioned vehicleComplimentary bottles of water and napkinsTuk Tuk or Battery Buses at the Taj MahalAll Arrival and DeparturesNight Stay in 4 Star hotelPrivate live tour guideBreakfast and LunchProfessional driver",Flight Tickets (Mumbai – Delhi – Mumbai)Monument entrance feesTips and Gratuities,"English, French, Italian, Hindi, German, Russian, Spanish"," ₹22,000","₹22,000",Cancel up to 24 hours in advance for a full refund
553261,https://cdn.getyourguide.com/img/tour/e93a79ef9d8c89a3.jpeg/132.webp,From Delhi: All Inclusive Private 3 Day Golden Triangle Tour,3 days,per person,Private group,Multi-day trip,"Discover India's heritage on a private 3 days Golden Triangle tour of Delhi, Agra & Jaipur. Alternative accommodation available. Visit iconic places like Jama Masjid, Taj Mahal & Amber Fort.","Explore New Delhi's treasures including Qutub Minar, Humayun's Tomb & India GateExperience the awe-inspiring beauty of the Taj Mahal in AgraExplore the wonders of Jaipur including the Amber Fort, City Palace & Jal MahalConvenient Private pick-up & drop-off services are provided by a skilled Driver",Pick-up and drop-off from any Hotel & Airport in Delhi/NcrPrivate tourPrivate transportation in an air-conditioned vehiclePrivate Tour Guide at all locations2 nights of accommodation with Breakfast - ( If Option Selected )Old Delhi rickshaw rideElectronic Vehicle ride for Taj MahalComplimentary bottles of mineral water,Any type of DrinksLunches and DinnersMonument Entry FeesTips and Gratuities,"Arabic, Chinese, English, French, German, Hindi, Italian, Japanese, Portuguese, Russian, Spanish"," ₹14,400","₹9,360",Cancel up to 24 hours in advance for a full refund
